person, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24 
on_inspection,19.058228988030375,-7.636320501345494,-2.3671058428605907,33.962254923102236,0.7173321680694037,-10.68285002273237,-28.27923096493287,-21.760437474812743,9.519582245106385,-3.7892104067018764,-1.8630469816541633,12.33480634565727,-16.449566377400036,0.6146233323977093,1.8011586369630868,-3.1042109353547493,1.2425581160148993,-4.604558555289412,-5.058451241292182,-2.0021040471085416,-0.3265951987313854,0.3449842215834916,-0.637164336547827,-0.22156539851133536
on_inspection,19.03147933016502,-8.057199215439777,1.3472645819869837,37.157381633502034,-2.402752248937418,-16.97210014865293,-27.349512250645866,-14.667758617407879,13.040632506892022,-9.656163114668102,-7.367009922488481,14.17895276658241,-11.105903993247216,0.5581851001945187,-1.7616515535021056,-5.535362925510853,3.3497915959479716,-3.564077596944353,-5.777838638117391,-2.9635004296797116,0.10164128860722312,0.564897824401678,-0.7142497889107454,-0.14024027388423432
on_inspection,19.004363925166025,-8.243330821719134,2.0011573315501905,37.284004752856546,-3.108353841055695,-17.916735931615072,-28.013227406874506,-14.63502797159285,13.795246272760252,-10.737179819993969,-8.950857576593112,13.731134971967393,-10.313990646281464,0.14949950867108988,-2.6603042821652654,-5.63723261879627,3.8503480341034177,-3.7391589809960126,-6.105410129664793,-3.3372810638027643,0.018799154303139953,0.6073432090719345,-0.7043415426281219,-0.13547671841432846
on_inspection,18.925968850656286,-8.694996878704456,1.6822528104908887,36.5194152512827,-3.1631657941346694,-18.02438389274872,-28.570235029900722,-14.684226029221298,12.818671869926996,-11.939592366600507,-9.773236025044183,12.825165704477556,-10.59450164076852,-0.5618410262263768,-3.015500659171367,-6.845190859493621,3.4237189775094987,-4.220009792923793,-6.402118760907751,-3.4660238215463126,-0.11995802844482831,0.5937923236235318,-0.691342608977005,-0.09740769403980502
on_inspection,18.676220543495596,-9.443644070369507,2.9928550015813284,32.289496471832074,-7.28134466507338,-12.64329698932544,-25.80841337370853,-21.83834108900706,7.217856782497011,-10.080812514001664,-11.758393538113506,9.38755272104597,-8.582519594875412,-4.387490223306179,-6.154159115018175,-8.071210439042268,4.3391510074159,-4.939312202345254,-6.716514152852688,-3.1742515131490934,-0.5935369764463845,0.12280935507149558,-0.7387575393642735,-0.03154598638521558
on_inspection,18.392758201313843,-9.737075083463317,4.866779029546299,26.376803391106165,-8.102791503934677,-6.011079534160931,-24.984824190606567,-24.95961352411219,5.675180870379827,-6.667825832976069,-12.57787779982585,6.2345931593419195,-10.143439571422574,-4.41338139716535,-6.409509739580159,-8.41158227326672,6.351302542317207,-4.9919164040422555,-7.88834361772365,-2.496165170856124,-0.5104512626952034,-0.10717644737364997,-0.6858985917256653,0.04309630370489908
on_inspection,17.872807694188367,-10.187972832429073,5.825827726821276,20.915182893115404,-5.345708767895182,-1.6323578580221012,-23.02229392654002,-22.079365914371703,3.2309291186658804,-4.059941175817128,-9.937239738474586,4.880354237392529,-10.367318335672012,-4.407005440214763,-4.875525712049917,-9.802805892018915,6.052702214641958,-2.470927004464939,-7.169969676175124,-2.0824608187088054,-0.500872805879201,-0.2259849134072325,-0.665596766417867,0.05516134173198052
on_inspection,17.545652209503643,-11.390803169164638,9.31807228612986,16.587999308486406,-9.219804694408294,6.282837967524057,-13.149231480220779,-20.135231877721484,-1.3498078171810672,-1.1498813966876715,-5.866683470849321,-0.23859463971331757,-18.89772092044409,-8.337899285794784,-1.6462375805253586,-8.567673735016749,2.2085333366191304,-0.8587148929077646,-2.921979816554517,-2.2220131807965786,-0.9421742000173129,0.43710045237499506,-0.3901938282049253,0.10341843027335985
on_inspection,17.307031572473942,-11.01541181321166,9.953516809082798,12.032455566973765,-11.518329937212652,6.728293409044334,-14.040252761942424,-22.630578281742906,-3.961882364166262,0.5129180114359609,-7.987152533046,-1.8124094476343757,-15.708295046398566,-8.779466316870177,-3.2019910547080235,-6.481380619209571,0.6559528176557584,-4.316531095369244,-3.392727683815271,-2.012916872360465,-1.5631244719830182,0.29631335486141985,-0.27030459765789167,0.07537763100917258
on_inspection,16.825223125810474,-8.010430077383676,8.212223132366368,11.848162531988812,-12.221221158964312,6.659735344924728,-5.514885364290867,-21.44871344708548,-0.025836493679293603,-2.6815602161157797,-5.553705482767278,1.3344512760905847,-8.712934650837784,-9.572056408154552,-3.1264713623832368,-5.9519071449891685,-0.466997533269371,-4.438773007313762,-2.3708694369013297,-1.8795827809956496,-0.4213646610186874,-0.39001087380095534,-0.03568637897350878,0.040776408568731194
